Oil Grade,"Temperature
Deg C","Viscosity
(Ns/m2)","Heat capacity
(kJ/kg*0c)","Conductivity
(W/m2*0c)","Density
(kg/m2)"
ISO VG 15,-10,0.3943,1.772,0.1353,886.5
ISO VG 15,-9,0.3603,1.775,0.1352,885.9
ISO VG 15,-8,0.3298,1.779,0.1351,885.3
ISO VG 15,-7,0.3024,1.783,0.1351,884.6
ISO VG 15,-6,0.2777,1.786,0.135,884
ISO VG 15,-5,0.2554,1.79,0.1349,883.4
ISO VG 15,-4,0.2352,1.793,0.1348,882.8
ISO VG 15,-3,0.217,1.797,0.1348,882.1
ISO VG 15,-2,0.2005,1.801,0.1347,881.5
ISO VG 15,-1,0.1855,1.804,0.1346,880.9
ISO VG 15,0,0.1718,1.808,0.1346,880.3
ISO VG 15,1,0.1594,1.812,0.1345,879.7
ISO VG 15,2,0.1481,1.815,0.1344,879
ISO VG 15,3,0.1377,1.819,0.1343,878.4
ISO VG 15,4,0.1283,1.822,0.1343,877.8
ISO VG 15,5,0.1196,1.826,0.1342,877.2
ISO VG 15,6,0.1116,1.83,0.1341,876.6
ISO VG 15,7,0.1043,1.833,0.134,876
ISO VG 15,8,0.09764,1.837,0.134,875.3
ISO VG 15,9,0.09147,1.841,0.1339,874.7
ISO VG 15,10,0.08579,1.844,0.1338,874.1
ISO VG 15,11,0.08054,1.848,0.1338,873.5
ISO VG 15,12,0.07569,1.852,0.1337,872.9
ISO VG 15,13,0.07121,1.855,0.1336,872.3
ISO VG 15,14,0.06706,1.859,0.1335,871.7
ISO VG 15,15,0.06322,1.862,0.1335,871.1
ISO VG 15,16,0.05965,1.866,0.1334,870.4
ISO VG 15,17,0.05634,1.87,0.1333,869.8
ISO VG 15,18,0.05326,1.873,0.1333,869.2
ISO VG 15,19,0.0504,1.877,0.1332,868.6
ISO VG 15,20,0.04773,1.881,0.1331,868
ISO VG 15,21,0.04524,1.884,0.133,867.4
ISO VG 15,22,0.04292,1.888,0.133,866.8
ISO VG 15,23,0.04075,1.892,0.1329,866.2
ISO VG 15,24,0.03872,1.895,0.1328,865.6
ISO VG 15,25,0.03682,1.899,0.1327,865
ISO VG 15,26,0.03504,1.902,0.1327,864.4
ISO VG 15,27,0.03337,1.906,0.1326,863.8
ISO VG 15,28,0.03181,1.91,0.1325,863.2
ISO VG 15,29,0.03034,1.913,0.1325,862.6
ISO VG 15,30,0.02896,1.917,0.1324,862
ISO VG 15,31,0.02766,1.921,0.1323,861.4
ISO VG 15,32,0.02644,1.924,0.1322,860.8
ISO VG 15,33,0.02528,1.928,0.1322,860.2
ISO VG 15,34,0.0242,1.931,0.1321,859.6
ISO VG 15,35,0.02317,1.935,0.132,859
ISO VG 15,36,0.02221,1.939,0.1319,858.4
ISO VG 15,37,0.02129,1.942,0.1319,857.8
ISO VG 15,38,0.02043,1.946,0.1318,857.3
ISO VG 15,39,0.01961,1.95,0.1317,856.7
ISO VG 15,40,0.01884,1.953,0.1317,856.1
ISO VG 15,41,0.0181,1.957,0.1316,855.5
ISO VG 15,42,0.01741,1.961,0.1315,854.9
ISO VG 15,43,0.01675,1.964,0.1314,854.3
ISO VG 15,44,0.01612,1.968,0.1314,853.7
ISO VG 15,45,0.01553,1.971,0.1313,853.1
ISO VG 15,46,0.01496,1.975,0.1312,852.5
ISO VG 15,47,0.01443,1.979,0.1311,852
ISO VG 15,48,0.01391,1.982,0.1311,851.4
ISO VG 15,49,0.01343,1.986,0.131,850.8
ISO VG 15,50,0.01296,1.99,0.1309,850.2
ISO VG 15,51,0.01252,1.993,0.1309,849.6
ISO VG 15,52,0.0121,1.997,0.1308,849
ISO VG 15,53,0.0117,2.001,0.1307,848.5
ISO VG 15,54,0.01131,2.004,0.1306,847.9
ISO VG 15,55,0.01095,2.008,0.1306,847.3
ISO VG 15,56,0.0106,2.011,0.1305,846.7
ISO VG 15,57,0.01026,2.015,0.1304,846.2
ISO VG 15,58,0.009941,2.019,0.1303,845.6
ISO VG 15,59,0.009634,2.022,0.1303,845
ISO VG 15,60,0.00934,2.026,0.1302,844.4
ISO VG 15,61,0.009058,2.03,0.1301,843.9
ISO VG 15,62,0.008789,2.033,0.1301,843.3
ISO VG 15,63,0.00853,2.037,0.13,842.7
ISO VG 15,64,0.008282,2.041,0.1299,842.1
ISO VG 15,65,0.008044,2.044,0.1298,841.6
ISO VG 15,66,0.007815,2.048,0.1298,841
ISO VG 15,67,0.007595,2.051,0.1297,840.4
ISO VG 15,68,0.007384,2.055,0.1296,839.9
ISO VG 15,69,0.007182,2.059,0.1295,839.3
ISO VG 15,70,0.006986,2.062,0.1295,838.7
ISO VG 15,71,0.006799,2.066,0.1294,838.2
ISO VG 15,72,0.006618,2.07,0.1293,837.6
ISO VG 15,73,0.006444,2.073,0.1293,837
ISO VG 15,74,0.006277,2.077,0.1292,836.5
ISO VG 15,75,0.006115,2.08,0.1291,835.9
ISO VG 15,76,0.00596,2.084,0.129,835.3
ISO VG 15,77,0.00581,2.088,0.129,834.8
ISO VG 15,78,0.005665,2.091,0.1289,834.2
ISO VG 15,79,0.005525,2.095,0.1288,833.6
ISO VG 15,80,0.00539,2.099,0.1287,833.1
ISO VG 15,81,0.00526,2.102,0.1287,832.5
ISO VG 15,82,0.005135,2.106,0.1286,832
ISO VG 15,83,0.005013,2.11,0.1285,831.4
ISO VG 15,84,0.004896,2.113,0.1285,830.9
ISO VG 15,85,0.004782,2.117,0.1284,830.3
ISO VG 15,86,0.004672,2.12,0.1283,829.7
ISO VG 15,87,0.004566,2.124,0.1282,829.2
ISO VG 15,88,0.004463,2.128,0.1282,828.6
ISO VG 15,89,0.004364,2.131,0.1281,828.1
ISO VG 15,90,0.004268,2.135,0.128,827.5
ISO VG 15,91,0.004174,2.139,0.1279,827
ISO VG 15,92,0.004084,2.142,0.1279,826.4
ISO VG 15,93,0.003996,2.146,0.1278,825.9
ISO VG 15,94,0.003911,2.15,0.1277,825.3
ISO VG 15,95,0.003829,2.153,0.1277,824.8
ISO VG 15,96,0.003749,2.157,0.1276,824.2
ISO VG 15,97,0.003672,2.16,0.1275,823.7
ISO VG 15,98,0.003596,2.164,0.1274,823.1
ISO VG 15,99,0.003523,2.168,0.1274,822.6
ISO VG 15,100,0.003453,2.171,0.1273,822
ISO VG 15,101,0.003384,2.175,0.1272,821.5
ISO VG 15,102,0.003317,2.179,0.1271,821
ISO VG 15,103,0.003252,2.182,0.1271,820.4
ISO VG 15,104,0.003189,2.186,0.127,819.9
ISO VG 15,105,0.003127,2.189,0.1269,819.3
ISO VG 15,106,0.003068,2.193,0.1269,818.8
ISO VG 15,107,0.00301,2.197,0.1268,818.3
ISO VG 15,108,0.002953,2.2,0.1267,817.7
ISO VG 15,109,0.002898,2.204,0.1266,817.2
ISO VG 15,110,0.002845,2.208,0.1266,816.6
ISO VG 15,111,0.002793,2.211,0.1265,816.1
ISO VG 15,112,0.002742,2.215,0.1264,815.6
ISO VG 15,113,0.002693,2.219,0.1263,815
ISO VG 15,114,0.002645,2.222,0.1263,814.5
ISO VG 15,115,0.002598,2.226,0.1262,814
ISO VG 15,116,0.002552,2.229,0.1261,813.4
ISO VG 15,117,0.002508,2.233,0.1261,812.9
ISO VG 15,118,0.002464,2.237,0.126,812.4
ISO VG 15,119,0.002422,2.24,0.1259,811.8
ISO VG 15,120,0.002381,2.244,0.1258,811.3
ISO VG 15,121,0.002341,2.248,0.1258,810.8
ISO VG 15,122,0.002301,2.251,0.1257,810.2
ISO VG 15,123,0.002263,2.255,0.1256,809.7
ISO VG 15,124,0.002226,2.259,0.1255,809.2
ISO VG 15,125,0.002189,2.262,0.1255,808.7
ISO VG 15,126,0.002154,2.266,0.1254,808.1
ISO VG 15,127,0.002119,2.269,0.1253,807.6
ISO VG 15,128,0.002085,2.273,0.1253,807.1
ISO VG 15,129,0.002052,2.277,0.1252,806.6
ISO VG 15,130,0.002019,2.28,0.1251,806.1
ISO VG 15,131,0.001988,2.284,0.125,805.5
ISO VG 15,132,0.001957,2.288,0.125,805
ISO VG 15,133,0.001927,2.291,0.1249,804.5
ISO VG 15,134,0.001897,2.295,0.1248,804
ISO VG 15,135,0.001868,2.299,0.1247,803.5
ISO VG 15,136,0.00184,2.302,0.1247,802.9
ISO VG 15,137,0.001812,2.306,0.1246,802.4
ISO VG 15,138,0.001785,2.309,0.1245,801.9
ISO VG 15,139,0.001759,2.313,0.1245,801.4
ISO VG 15,140,0.001733,2.317,0.1244,800.9
ISO VG 15,141,0.001708,2.32,0.1243,800.4
ISO VG 15,142,0.001683,2.324,0.1242,799.8
ISO VG 15,143,0.001659,2.328,0.1242,799.3
ISO VG 15,144,0.001635,2.331,0.1241,798.8
ISO VG 15,145,0.001611,2.335,0.124,798.3
ISO VG 15,146,0.001589,2.338,0.1239,797.8
ISO VG 15,147,0.001566,2.342,0.1239,797.3
ISO VG 15,148,0.001545,2.346,0.1238,796.8
ISO VG 15,149,0.001523,2.349,0.1237,796.3
ISO VG 15,150,0.001502,2.353,0.1237,795.8
ISO VG 32,-10,0.9018,1.771,0.1351,887.5
ISO VG 32,-9,0.8116,1.774,0.1351,886.9
ISO VG 32,-8,0.7319,1.778,0.135,886.3
ISO VG 32,-7,0.6613,1.781,0.1349,885.7
ISO VG 32,-6,0.5987,1.785,0.1348,885
ISO VG 32,-5,0.543,1.789,0.1348,884.4
ISO VG 32,-4,0.4934,1.792,0.1347,883.8
ISO VG 32,-3,0.4492,1.796,0.1346,883.2
ISO VG 32,-2,0.4096,1.8,0.1345,882.5
ISO VG 32,-1,0.3741,1.803,0.1345,881.9
ISO VG 32,0,0.3423,1.807,0.1344,881.3
ISO VG 32,1,0.3138,1.811,0.1343,880.7
ISO VG 32,2,0.288,1.814,0.1343,880
ISO VG 32,3,0.2648,1.818,0.1342,879.4
ISO VG 32,4,0.2438,1.821,0.1341,878.8
ISO VG 32,5,0.2249,1.825,0.134,878.2
ISO VG 32,6,0.2077,1.829,0.134,877.6
ISO VG 32,7,0.1921,1.832,0.1339,877
ISO VG 32,8,0.1779,1.836,0.1338,876.3
ISO VG 32,9,0.165,1.84,0.1338,875.7
ISO VG 32,10,0.1532,1.843,0.1337,875.1
ISO VG 32,11,0.1425,1.847,0.1336,874.5
ISO VG 32,12,0.1326,1.85,0.1335,873.9
ISO VG 32,13,0.1237,1.854,0.1335,873.3
ISO VG 32,14,0.1154,1.858,0.1334,872.7
ISO VG 32,15,0.1079,1.861,0.1333,872.1
ISO VG 32,16,0.1009,1.865,0.1332,871.4
ISO VG 32,17,0.09453,1.869,0.1332,870.8
ISO VG 32,18,0.08864,1.872,0.1331,870.2
ISO VG 32,19,0.08321,1.876,0.133,869.6
ISO VG 32,20,0.0782,1.88,0.133,869
ISO VG 32,21,0.07357,1.883,0.1329,868.4
ISO VG 32,22,0.06928,1.887,0.1328,867.8
ISO VG 32,23,0.06531,1.89,0.1327,867.2
ISO VG 32,24,0.06163,1.894,0.1327,866.6
ISO VG 32,25,0.05821,1.898,0.1326,866
ISO VG 32,26,0.05504,1.901,0.1325,865.4
ISO VG 32,27,0.05208,1.905,0.1324,864.8
ISO VG 32,28,0.04933,1.909,0.1324,864.2
ISO VG 32,29,0.04676,1.912,0.1323,863.6
ISO VG 32,30,0.04437,1.916,0.1322,863
ISO VG 32,31,0.04214,1.919,0.1322,862.4
ISO VG 32,32,0.04005,1.923,0.1321,861.8
ISO VG 32,33,0.03809,1.927,0.132,861.2
ISO VG 32,34,0.03626,1.93,0.1319,860.6
ISO VG 32,35,0.03455,1.934,0.1319,860
ISO VG 32,36,0.03294,1.938,0.1318,859.4
ISO VG 32,37,0.03143,1.941,0.1317,858.8
ISO VG 32,38,0.03001,1.945,0.1316,858.2
ISO VG 32,39,0.02868,1.949,0.1316,857.6
ISO VG 32,40,0.02743,1.952,0.1315,857.1
ISO VG 32,41,0.02624,1.956,0.1314,856.5
ISO VG 32,42,0.02513,1.959,0.1314,855.9
ISO VG 32,43,0.02408,1.963,0.1313,855.3
ISO VG 32,44,0.02309,1.967,0.1312,854.7
ISO VG 32,45,0.02215,1.97,0.1311,854.1
ISO VG 32,46,0.02127,1.974,0.1311,853.5
ISO VG 32,47,0.02043,1.978,0.131,852.9
ISO VG 32,48,0.01964,1.981,0.1309,852.4
ISO VG 32,49,0.01889,1.985,0.1308,851.8
ISO VG 32,50,0.01818,1.988,0.1308,851.2
ISO VG 32,51,0.0175,1.992,0.1307,850.6
ISO VG 32,52,0.01686,1.996,0.1306,850
ISO VG 32,53,0.01625,1.999,0.1306,849.4
ISO VG 32,54,0.01568,2.003,0.1305,848.9
ISO VG 32,55,0.01513,2.007,0.1304,848.3
ISO VG 32,56,0.0146,2.01,0.1303,847.7
ISO VG 32,57,0.01411,2.014,0.1303,847.1
ISO VG 32,58,0.01363,2.018,0.1302,846.5
ISO VG 32,59,0.01318,2.021,0.1301,846
ISO VG 32,60,0.01275,2.025,0.13,845.4
ISO VG 32,61,0.01234,2.028,0.13,844.8
ISO VG 32,62,0.01195,2.032,0.1299,844.2
ISO VG 32,63,0.01158,2.036,0.1298,843.7
ISO VG 32,64,0.01122,2.039,0.1298,843.1
ISO VG 32,65,0.01088,2.043,0.1297,842.5
ISO VG 32,66,0.01055,2.047,0.1296,842
ISO VG 32,67,0.01024,2.05,0.1295,841.4
ISO VG 32,68,0.009941,2.054,0.1295,840.8
ISO VG 32,69,0.009655,2.057,0.1294,840.2
ISO VG 32,70,0.00938,2.061,0.1293,839.7
ISO VG 32,71,0.009117,2.065,0.1293,839.1
ISO VG 32,72,0.008865,2.068,0.1292,838.5
ISO VG 32,73,0.008623,2.072,0.1291,838
ISO VG 32,74,0.00839,2.076,0.129,837.4
ISO VG 32,75,0.008167,2.079,0.129,836.8
ISO VG 32,76,0.007953,2.083,0.1289,836.3
ISO VG 32,77,0.007747,2.087,0.1288,835.7
ISO VG 32,78,0.007549,2.09,0.1287,835.2
ISO VG 32,79,0.007358,2.094,0.1287,834.6
ISO VG 32,80,0.007175,2.097,0.1286,834
ISO VG 32,81,0.006999,2.101,0.1285,833.5
ISO VG 32,82,0.006829,2.105,0.1285,832.9
ISO VG 32,83,0.006665,2.108,0.1284,832.4
ISO VG 32,84,0.006507,2.112,0.1283,831.8
ISO VG 32,85,0.006355,2.116,0.1282,831.2
ISO VG 32,86,0.006209,2.119,0.1282,830.7
ISO VG 32,87,0.006067,2.123,0.1281,830.1
ISO VG 32,88,0.005931,2.126,0.128,829.6
ISO VG 32,89,0.005799,2.13,0.1279,829
ISO VG 32,90,0.005672,2.134,0.1279,828.5
ISO VG 32,91,0.005549,2.137,0.1278,827.9
ISO VG 32,92,0.00543,2.141,0.1277,827.4
ISO VG 32,93,0.005315,2.145,0.1277,826.8
ISO VG 32,94,0.005204,2.148,0.1276,826.3
ISO VG 32,95,0.005096,2.152,0.1275,825.7
ISO VG 32,96,0.004992,2.156,0.1274,825.2
ISO VG 32,97,0.004892,2.159,0.1274,824.6
ISO VG 32,98,0.004795,2.163,0.1273,824.1
ISO VG 32,99,0.0047,2.166,0.1272,823.5
ISO VG 32,100,0.004609,2.17,0.1271,823
ISO VG 32,101,0.00452,2.174,0.1271,822.4
ISO VG 32,102,0.004435,2.177,0.127,821.9
ISO VG 32,103,0.004351,2.181,0.1269,821.4
ISO VG 32,104,0.004271,2.185,0.1269,820.8
ISO VG 32,105,0.004192,2.188,0.1268,820.3
ISO VG 32,106,0.004117,2.192,0.1267,819.7
ISO VG 32,107,0.004043,2.195,0.1266,819.2
ISO VG 32,108,0.003971,2.199,0.1266,818.7
ISO VG 32,109,0.003902,2.203,0.1265,818.1
ISO VG 32,110,0.003834,2.206,0.1264,817.6
ISO VG 32,111,0.003769,2.21,0.1263,817
ISO VG 32,112,0.003705,2.214,0.1263,816.5
ISO VG 32,113,0.003643,2.217,0.1262,816
ISO VG 32,114,0.003583,2.221,0.1261,815.4
ISO VG 32,115,0.003525,2.225,0.1261,814.9
ISO VG 32,116,0.003468,2.228,0.126,814.4
ISO VG 32,117,0.003412,2.232,0.1259,813.8
ISO VG 32,118,0.003359,2.235,0.1258,813.3
ISO VG 32,119,0.003306,2.239,0.1258,812.8
ISO VG 32,120,0.003255,2.243,0.1257,812.2
ISO VG 32,121,0.003205,2.246,0.1256,811.7
ISO VG 32,122,0.003157,2.25,0.1255,811.2
ISO VG 32,123,0.00311,2.254,0.1255,810.7
ISO VG 32,124,0.003064,2.257,0.1254,810.1
ISO VG 32,125,0.003019,2.261,0.1253,809.6
ISO VG 32,126,0.002975,2.265,0.1253,809.1
ISO VG 32,127,0.002933,2.268,0.1252,808.5
ISO VG 32,128,0.002891,2.272,0.1251,808
ISO VG 32,129,0.002851,2.275,0.125,807.5
ISO VG 32,130,0.002812,2.279,0.125,807
ISO VG 32,131,0.002773,2.283,0.1249,806.5
ISO VG 32,132,0.002736,2.286,0.1248,805.9
ISO VG 32,133,0.002699,2.29,0.1248,805.4
ISO VG 32,134,0.002663,2.294,0.1247,804.9
ISO VG 32,135,0.002628,2.297,0.1246,804.4
ISO VG 32,136,0.002594,2.301,0.1245,803.9
ISO VG 32,137,0.002561,2.304,0.1245,803.3
ISO VG 32,138,0.002528,2.308,0.1244,802.8
ISO VG 32,139,0.002496,2.312,0.1243,802.3
ISO VG 32,140,0.002465,2.315,0.1242,801.8
ISO VG 32,141,0.002435,2.319,0.1242,801.3
ISO VG 32,142,0.002405,2.323,0.1241,800.8
ISO VG 32,143,0.002376,2.326,0.124,800.3
ISO VG 32,144,0.002348,2.33,0.124,799.7
ISO VG 32,145,0.00232,2.334,0.1239,799.2
ISO VG 32,146,0.002293,2.337,0.1238,798.7
ISO VG 32,147,0.002267,2.341,0.1237,798.2
ISO VG 32,148,0.002241,2.344,0.1237,797.7
ISO VG 32,149,0.002215,2.348,0.1236,797.2
ISO VG 32,150,0.00219,2.352,0.1235,796.7
ISO VG 46,-10,1.4,1.767,0.1345,891.6
ISO VG 46,-9,1.26,1.77,0.1344,891
ISO VG 46,-8,1.136,1.774,0.1344,890.3
ISO VG 46,-7,1.026,1.777,0.1343,889.7
ISO VG 46,-6,0.9289,1.781,0.1342,889.1
ISO VG 46,-5,0.8423,1.785,0.1342,888.5
ISO VG 46,-4,0.7651,1.788,0.1341,887.8
ISO VG 46,-3,0.6961,1.792,0.134,887.2
ISO VG 46,-2,0.6344,1.796,0.1339,886.6
ISO VG 46,-1,0.5792,1.799,0.1339,886
ISO VG 46,0,0.5296,1.803,0.1338,885.3
ISO VG 46,1,0.485,1.806,0.1337,884.7
ISO VG 46,2,0.4448,1.81,0.1336,884.1
ISO VG 46,3,0.4086,1.814,0.1336,883.5
ISO VG 46,4,0.3758,1.817,0.1335,882.8
ISO VG 46,5,0.3462,1.821,0.1334,882.2
ISO VG 46,6,0.3194,1.825,0.1334,881.6
ISO VG 46,7,0.2951,1.828,0.1333,881
ISO VG 46,8,0.2729,1.832,0.1332,880.4
ISO VG 46,9,0.2528,1.835,0.1331,879.7
ISO VG 46,10,0.2345,1.839,0.1331,879.1
ISO VG 46,11,0.2177,1.843,0.133,878.5
ISO VG 46,12,0.2024,1.846,0.1329,877.9
ISO VG 46,13,0.1884,1.85,0.1329,877.3
ISO VG 46,14,0.1756,1.854,0.1328,876.7
ISO VG 46,15,0.1638,1.857,0.1327,876.1
ISO VG 46,16,0.1531,1.861,0.1326,875.4
ISO VG 46,17,0.1431,1.864,0.1326,874.8
ISO VG 46,18,0.134,1.868,0.1325,874.2
ISO VG 46,19,0.1256,1.872,0.1324,873.6
ISO VG 46,20,0.1178,1.875,0.1323,873
ISO VG 46,21,0.1106,1.879,0.1323,872.4
ISO VG 46,22,0.104,1.882,0.1322,871.8
ISO VG 46,23,0.09784,1.886,0.1321,871.2
ISO VG 46,24,0.09215,1.89,0.1321,870.6
ISO VG 46,25,0.08687,1.893,0.132,870
ISO VG 46,26,0.08197,1.897,0.1319,869.4
ISO VG 46,27,0.07741,1.901,0.1318,868.8
ISO VG 46,28,0.07317,1.904,0.1318,868.2
ISO VG 46,29,0.06923,1.908,0.1317,867.6
ISO VG 46,30,0.06555,1.911,0.1316,867
ISO VG 46,31,0.06212,1.915,0.1316,866.4
ISO VG 46,32,0.05891,1.919,0.1315,865.8
ISO VG 46,33,0.05592,1.922,0.1314,865.2
ISO VG 46,34,0.05312,1.926,0.1313,864.6
ISO VG 46,35,0.05049,1.93,0.1313,864
ISO VG 46,36,0.04804,1.933,0.1312,863.4
ISO VG 46,37,0.04573,1.937,0.1311,862.8
ISO VG 46,38,0.04357,1.94,0.131,862.2
ISO VG 46,39,0.04154,1.944,0.131,861.6
ISO VG 46,40,0.03963,1.948,0.1309,861
ISO VG 46,41,0.03783,1.951,0.1308,860.4
ISO VG 46,42,0.03614,1.955,0.1308,859.8
ISO VG 46,43,0.03455,1.959,0.1307,859.2
ISO VG 46,44,0.03305,1.962,0.1306,858.6
ISO VG 46,45,0.03163,1.966,0.1305,858
ISO VG 46,46,0.03029,1.969,0.1305,857.4
ISO VG 46,47,0.02903,1.973,0.1304,856.9
ISO VG 46,48,0.02783,1.977,0.1303,856.3
ISO VG 46,49,0.0267,1.98,0.1302,855.7
ISO VG 46,50,0.02563,1.984,0.1302,855.1
ISO VG 46,51,0.02462,1.988,0.1301,854.5
ISO VG 46,52,0.02366,1.991,0.13,853.9
ISO VG 46,53,0.02275,1.995,0.13,853.3
ISO VG 46,54,0.02188,1.998,0.1299,852.8
ISO VG 46,55,0.02106,2.002,0.1298,852.2
ISO VG 46,56,0.02028,2.006,0.1297,851.6
ISO VG 46,57,0.01954,2.009,0.1297,851
ISO VG 46,58,0.01884,2.013,0.1296,850.4
ISO VG 46,59,0.01816,2.017,0.1295,849.9
ISO VG 46,60,0.01752,2.02,0.1295,849.3
ISO VG 46,61,0.01692,2.024,0.1294,848.7
ISO VG 46,62,0.01633,2.027,0.1293,848.1
ISO VG 46,63,0.01578,2.031,0.1292,847.5
ISO VG 46,64,0.01525,2.035,0.1292,847
ISO VG 46,65,0.01475,2.038,0.1291,846.4
ISO VG 46,66,0.01427,2.042,0.129,845.8
ISO VG 46,67,0.0138,2.046,0.1289,845.2
ISO VG 46,68,0.01336,2.049,0.1289,844.7
ISO VG 46,69,0.01294,2.053,0.1288,844.1
ISO VG 46,70,0.01254,2.056,0.1287,843.5
ISO VG 46,71,0.01215,2.06,0.1287,843
ISO VG 46,72,0.01178,2.064,0.1286,842.4
ISO VG 46,73,0.01143,2.067,0.1285,841.8
ISO VG 46,74,0.01109,2.071,0.1284,841.3
ISO VG 46,75,0.01076,2.075,0.1284,840.7
ISO VG 46,76,0.01045,2.078,0.1283,840.1
ISO VG 46,77,0.01015,2.082,0.1282,839.6
ISO VG 46,78,0.00986,2.085,0.1282,839
ISO VG 46,79,0.009583,2.089,0.1281,838.4
ISO VG 46,80,0.009316,2.093,0.128,837.9
ISO VG 46,81,0.00906,2.096,0.1279,837.3
ISO VG 46,82,0.008814,2.1,0.1279,836.7
ISO VG 46,83,0.008576,2.104,0.1278,836.2
ISO VG 46,84,0.008348,2.107,0.1277,835.6
ISO VG 46,85,0.008128,2.111,0.1276,835.1
ISO VG 46,86,0.007916,2.114,0.1276,834.5
ISO VG 46,87,0.007712,2.118,0.1275,833.9
ISO VG 46,88,0.007515,2.122,0.1274,833.4
ISO VG 46,89,0.007325,2.125,0.1274,832.8
ISO VG 46,90,0.007142,2.129,0.1273,832.3
ISO VG 46,91,0.006966,2.133,0.1272,831.7
ISO VG 46,92,0.006795,2.136,0.1271,831.2
ISO VG 46,93,0.00663,2.14,0.1271,830.6
ISO VG 46,94,0.006471,2.143,0.127,830.1
ISO VG 46,95,0.006318,2.147,0.1269,829.5
ISO VG 46,96,0.006169,2.151,0.1269,829
ISO VG 46,97,0.006025,2.154,0.1268,828.4
ISO VG 46,98,0.005886,2.158,0.1267,827.9
ISO VG 46,99,0.005752,2.161,0.1266,827.3
ISO VG 46,100,0.005622,2.165,0.1266,826.8
ISO VG 46,101,0.005496,2.169,0.1265,826.2
ISO VG 46,102,0.005374,2.172,0.1264,825.7
ISO VG 46,103,0.005256,2.176,0.1263,825.1
ISO VG 46,104,0.005141,2.18,0.1263,824.6
ISO VG 46,105,0.00503,2.183,0.1262,824
ISO VG 46,106,0.004923,2.187,0.1261,823.5
ISO VG 46,107,0.004818,2.19,0.1261,822.9
ISO VG 46,108,0.004717,2.194,0.126,822.4
ISO VG 46,109,0.004619,2.198,0.1259,821.9
ISO VG 46,110,0.004524,2.201,0.1258,821.3
ISO VG 46,111,0.004432,2.205,0.1258,820.8
ISO VG 46,112,0.004342,2.209,0.1257,820.2
ISO VG 46,113,0.004255,2.212,0.1256,819.7
ISO VG 46,114,0.00417,2.216,0.1256,819.2
ISO VG 46,115,0.004088,2.219,0.1255,818.6
ISO VG 46,116,0.004008,2.223,0.1254,818.1
ISO VG 46,117,0.00393,2.227,0.1253,817.6
ISO VG 46,118,0.003855,2.23,0.1253,817
ISO VG 46,119,0.003781,2.234,0.1252,816.5
ISO VG 46,120,0.00371,2.238,0.1251,816
ISO VG 46,121,0.00364,2.241,0.125,815.4
ISO VG 46,122,0.003573,2.245,0.125,814.9
ISO VG 46,123,0.003507,2.248,0.1249,814.4
ISO VG 46,124,0.003443,2.252,0.1248,813.8
ISO VG 46,125,0.00338,2.256,0.1248,813.3
ISO VG 46,126,0.00332,2.259,0.1247,812.8
ISO VG 46,127,0.00326,2.263,0.1246,812.3
ISO VG 46,128,0.003203,2.267,0.1245,811.7
ISO VG 46,129,0.003147,2.27,0.1245,811.2
ISO VG 46,130,0.003092,2.274,0.1244,810.7
ISO VG 46,131,0.003038,2.277,0.1243,810.2
ISO VG 46,132,0.002986,2.281,0.1243,809.6
ISO VG 46,133,0.002935,2.285,0.1242,809.1
ISO VG 46,134,0.002886,2.288,0.1241,808.6
ISO VG 46,135,0.002838,2.292,0.124,808.1
ISO VG 46,136,0.00279,2.296,0.124,807.5
ISO VG 46,137,0.002744,2.299,0.1239,807
ISO VG 46,138,0.002699,2.303,0.1238,806.5
ISO VG 46,139,0.002656,2.306,0.1237,806
ISO VG 46,140,0.002613,2.31,0.1237,805.5
ISO VG 46,141,0.002571,2.314,0.1236,805
ISO VG 46,142,0.00253,2.317,0.1235,804.4
ISO VG 46,143,0.00249,2.321,0.1235,803.9
ISO VG 46,144,0.002451,2.325,0.1234,803.4
ISO VG 46,145,0.002413,2.328,0.1233,802.9
ISO VG 46,146,0.002376,2.332,0.1232,802.4
ISO VG 46,147,0.002339,2.335,0.1232,801.9
ISO VG 46,148,0.002304,2.339,0.1231,801.4
ISO VG 46,149,0.002269,2.343,0.123,800.8
ISO VG 46,150,0.002235,2.346,0.123,800.3
ISO VG 68,-10,2.902,1.76,0.1334,898.7
ISO VG 68,-9,2.586,1.763,0.1334,898.1
ISO VG 68,-8,2.309,1.767,0.1333,897.5
ISO VG 68,-7,2.066,1.77,0.1332,896.8
ISO VG 68,-6,1.853,1.774,0.1332,896.2
ISO VG 68,-5,1.665,1.778,0.1331,895.6
ISO VG 68,-4,1.498,1.781,0.133,894.9
ISO VG 68,-3,1.351,1.785,0.1329,894.3
ISO VG 68,-2,1.221,1.788,0.1329,893.7
ISO VG 68,-1,1.105,1.792,0.1328,893
ISO VG 68,0,1.002,1.796,0.1327,892.4
ISO VG 68,1,0.9097,1.799,0.1327,891.8
ISO VG 68,2,0.8276,1.803,0.1326,891.1
ISO VG 68,3,0.7541,1.806,0.1325,890.5
ISO VG 68,4,0.6883,1.81,0.1324,889.9
ISO VG 68,5,0.6292,1.814,0.1324,889.3
ISO VG 68,6,0.576,1.817,0.1323,888.6
ISO VG 68,7,0.5282,1.821,0.1322,888
ISO VG 68,8,0.485,1.824,0.1322,887.4
